user_id,signup_date,plan_tier,industry,company_size,country,primary_feature,mrr,dau_avg,sessions_30d,api_calls_30d,storage_gb,feature_count_used,support_tickets_30d,nps_score,login_streak_days,time_to_first_value_days,avg_session_minutes,payment_method,status,last_login_date,subscription_renewal_date,churn_date,first_payment_date,beta_analytics_enabled,beta_ai_enabled,payment_failed,support_ticket_open,champion_user,mobile_app_user
USR1128,2019-12-13,Enterprise,Other,201-1000,Australia,Integration,3999,33,530,114725,721,32,0,10,194,5,57,Invoice,Active,2026-03-12,2027-03-04,,2019-12-20,true,false,false,false,false,false
USR1129,2021-07-22,Professional,Healthcare,11-50,Other,Analytics,499,21,338,40996,187,13,0,8,87,7,44,Credit Card,Active,2026-03-14,2026-10-02,,2021-07-25,true,true,false,false,false,true
USR1130,2021-10-01,Starter,Finance,51-200,Germany,Automation,99,7,157,11950,26,9,0,7,30,7,25,Credit Card,Active,2026-03-13,2026-11-28,,2021-10-02,false,false,false,false,false,true
USR1131,2019-09-23,Professional,Other,1000+,Other,Analytics,499,17,370,27313,222,12,0,7,81,5,31,Credit Card,Active,2026-03-16,2026-12-04,,2019-09-30,true,true,false,false,false,true
USR1132,2022-05-21,Professional,Healthcare,11-50,Australia,Automation,499,27,576,39935,189,14,5,7,48,6,30,Credit Card,Active,2026-03-14,2026-06-03,,2022-05-23,true,false,false,false,false,false
USR1133,2024-06-01,Starter,Education,1-10,India,Integration,99,2,7,2892,19,9,0,,1,7,19,Invoice,Paused,2026-02-06,,,2024-06-02,false,false,false,false,false,true
USR1134,2024-04-18,Free,Other,11-50,US,Integration,0,2,15,300,4,4,0,,0,7,16,,Churned,,,2025-12-28,,false,false,false,false,false,false
USR1135,2024-10-09,Free,Education,1-10,Canada,Integration,0,1,19,1115,3,5,0,5,13,7,10,,Active,2026-03-14,2026-12-02,,,false,false,false,false,false,false
USR1136,2024-09-19,Free,SaaS,1-10,France,Integration,0,4,70,753,2,5,0,3,10,1,19,,Active,2026-03-13,2026-12-10,,,false,false,false,false,false,true
USR1137,2023-12-21,Free,SaaS,11-50,US,Integration,0,4,88,761,3,4,0,5,18,6,24,,Active,2026-03-16,2027-01-03,,,false,false,false,false,false,false
USR1138,2019-04-12,Free,Other,1-10,Germany,Integration,0,2,34,844,2,5,0,5,8,13,25,,Active,2026-03-13,2026-04-30,,,false,false,false,false,false,false
USR1139,2020-12-24,Free,Other,1-10,UK,Analytics,0,,,,5,3,0,2,0,3,12,,Churned,2025-09-10,,2025-06-01,,false,false,true,false,false,true
USR1140,2024-10-08,Free,Finance,1-10,UK,Automation,0,2,40,1086,2,4,0,4,24,11,6,,Active,,2026-12-06,,,false,false,false,false,false,false
USR1141,2023-05-01,Free,Other,11-50,France,Collaboration,0,3,64,1169,3,3,0,6,7,11,18,,Active,2026-03-12,2026-06-25,,,false,false,false,false,false,true
USR1142,2020-06-27,Starter,Education,1-10,US,Automation,99,7,146,11817,19,8,0,7,48,9,24,Credit Card,Active,2026-03-12,2026-09-21,,2020-07-01,false,false,false,false,false,false
USR1143,2019-05-03,Free,SaaS,1-10,India,Reporting,0,4,71,901,3,4,0,6,16,4,22,,Active,2026-03-11,2026-07-21,,,false,false,false,false,false,false
USR1144,2022-06-25,Free,Healthcare,1-10,Canada,Analytics,0,3,57,1209,4,4,0,5,22,5,23,,Active,2026-03-16,2026-07-20,,,false,false,false,false,false,true
USR1145,2023-01-23,Starter,Media,11-50,Germany,Analytics,99,9,197,7886,33,11,0,7,34,4,15,Credit Card,Active,2026-03-13,2026-04-18,,2023-01-30,false,false,false,false,false,false
USR1146,2021-04-17,Free,Education,1-10,Germany,Reporting,0,1,19,1256,2,4,0,5,26,8,5,,Active,2026-03-15,2026-05-07,,,false,false,false,false,false,true
USR1147,2021-03-20,Professional,Education,51-200,Australia,Collaboration,499,21,439,19933,149,18,0,5,114,11,18,Credit Card,Active,2026-03-14,2026-05-05,,2021-03-27,true,true,false,false,false,false
USR1148,2024-07-15,Professional,Media,1000+,Germany,Reporting,499,29,477,43926,112,18,3,6,41,9,36,Credit Card,Active,2026-03-12,2026-08-22,,2024-07-21,true,true,false,false,false,false
USR1149,2021-12-17,Starter,Education,51-200,Australia,Reporting,99,10,171,8504,31,8,0,8,48,11,33,Credit Card,Active,2026-03-15,2027-01-28,,2021-12-20,false,false,false,false,false,false
USR1150,2020-02-23,Professional,Healthcare,1-10,Germany,Reporting,499,2,5,4413,144,11,0,3,3,8,47,Credit Card,Paused,2026-01-17,,,2020-02-26,true,false,false,false,false,false
USR1151,2021-02-01,Free,Other,1-10,Germany,Reporting,0,2,44,1301,4,5,3,7,6,6,10,,Active,,2026-03-20,,,false,false,false,false,false,false
USR1152,2021-07-04,Starter,Finance,11-50,US,Automation,99,8,158,7180,32,7,0,8,16,9,9,Credit Card,Active,2026-03-14,2026-09-13,,2021-07-05,false,false,false,false,false,false
USR1153,2020-04-19,Free,Healthcare,11-50,Australia,Analytics,0,1,21,1315,4,3,0,4,24,8,16,,Active,2026-03-16,2026-07-11,,,false,false,false,false,false,false
USR1154,2020-10-29,Professional,Other,51-200,Australia,Analytics,499,19,319,24034,122,12,0,7,47,1,39,ACH,Active,2026-03-14,2026-11-01,,2020-11-04,true,false,false,false,false,false
USR1155,2024-07-24,Starter,Education,1-10,Canada,Integration,99,1,5,2505,33,10,0,3,10,4,46,ACH,Paused,2025-12-23,,,2024-07-27,false,false,false,false,false,false
USR1156,2020-03-27,Free,Healthcare,1-10,UK,Reporting,0,0,5,599,4,5,0,4,0,15,16,,Churned,,,2025-03-23,,false,false,false,false,false,false
USR1157,2023-10-24,Professional,Ecommerce,11-50,France,Collaboration,499,20,430,44798,204,18,0,6,81,14,24,ACH,Active,2026-03-14,2026-12-06,,2023-10-25,true,true,false,false,false,true
USR1158,2024-10-26,Free,Other,1-10,UK,Reporting,0,2,45,1387,3,3,5,,29,4,14,,Active,2026-03-14,2026-11-28,,,false,false,false,false,false,false
USR1159,2022-09-23,Professional,Education,1-10,Canada,Integration,499,26,539,29243,202,15,3,10,40,5,49,Credit Card,Active,2026-03-12,2026-12-14,,2022-09-24,true,true,false,false,false,false
USR1160,2024-12-25,Free,Healthcare,11-50,UK,Reporting,0,4,94,1063,2,5,0,8,15,15,5,,Active,2026-03-16,2027-01-08,,,false,false,false,false,false,false
USR1161,2024-01-01,Enterprise,SaaS,11-50,India,Integration,3499,52,1013,157187,448,32,0,7,301,8,40,ACH,Active,2026-03-16,2026-02-21,,2024-01-04,true,false,false,false,false,false
USR1162,2023-01-30,Professional,Healthcare,1000+,Germany,Analytics,499,21,370,31437,100,15,0,8,96,14,24,PayPal,Active,2026-03-13,2026-02-23,,2023-01-31,true,false,false,false,false,true
USR1163,2021-07-21,Starter,Other,1-10,UK,Reporting,99,6,96,11261,28,8,0,6,48,2,19,PayPal,Active,2026-03-12,2026-08-24,,2021-07-24,false,false,false,false,false,true
USR1164,2019-11-04,Free,SaaS,11-50,Other,Reporting,0,,,,4,4,0,2,0,1,5,,Churned,2025-10-29,,2025-11-18,,false,false,false,false,false,false
USR1165,2024-10-18,Free,SaaS,11-50,US,Reporting,0,3,71,1133,4,5,0,7,18,8,29,,Active,2026-03-14,2026-11-01,,,false,false,false,false,false,false
USR1166,2024-12-23,Free,Media,11-50,Other,Automation,0,2,34,919,5,5,0,6,13,1,5,,Active,2026-03-15,2027-01-21,,,false,false,false,false,false,true
USR1167,2024-04-16,Free,Finance,1-10,Other,Integration,0,3,61,935,4,3,0,6,4,11,10,,Active,2026-03-11,2026-05-14,,,false,false,false,false,false,true
USR1168,2023-03-02,Professional,Media,11-50,Canada,Analytics,499,19,431,43844,218,12,0,9,40,5,42,PayPal,Active,2026-03-14,2026-03-22,,2023-03-07,false,false,false,false,false,false
USR1169,2019-10-11,Starter,Education,51-200,UK,Analytics,99,9,163,8994,31,9,1,8,57,4,25,Credit Card,Active,2026-03-12,2026-12-24,,2019-10-15,false,false,false,false,false,false
USR1170,2019-10-09,Professional,Education,51-200,Other,Reporting,499,14,335,28131,171,15,0,4,24,9,37,Credit Card,Active,2026-03-14,2026-12-20,,2019-10-16,true,false,false,false,false,true
USR1171,2022-08-09,Free,SaaS,51-200,Other,Analytics,0,3,70,1451,3,4,0,6,26,14,15,,Active,2026-03-16,2026-09-05,,,false,false,false,false,false,false
USR1172,2023-07-06,Free,Media,201-1000,India,Automation,0,,,,4,5,0,4,0,14,30,,Churned,,,2025-04-15,,false,false,true,false,false,false
USR1173,2021-06-01,Starter,Ecommerce,51-200,France,Collaboration,99,6,116,8679,23,11,3,2,16,3,17,Credit Card,Active,2026-03-11,2026-07-04,,2021-06-03,false,false,false,false,false,false
USR1174,2020-01-11,Free,Education,11-50,India,Collaboration,0,1,6,299,2,5,5,5,0,12,14,,Churned,2024-11-25,,2025-09-08,,false,false,false,false,false,true
USR1175,2023-01-20,Professional,Other,51-200,Australia,Reporting,499,14,308,31207,120,16,0,6,41,3,23,ACH,Active,2026-03-13,2026-03-24,,2023-01-23,true,true,false,false,false,true
USR1176,2024-06-11,Free,Education,1-10,Australia,Automation,0,3,48,1102,3,4,0,,24,13,26,,Active,2026-03-13,2026-08-01,,,false,false,false,false,false,false
USR1177,2021-07-06,Starter,Finance,1-10,US,Collaboration,99,7,146,8588,15,7,0,7,35,2,26,PayPal,Active,2026-03-14,2026-09-02,,2021-07-12,false,false,false,false,false,true
USR1178,2020-01-02,Starter,Healthcare,1-10,US,Integration,99,6,114,8979,15,10,0,7,39,3,11,Credit Card,Active,2026-03-15,2026-03-30,,2020-01-04,false,false,false,false,false,false
USR1179,2020-10-10,Professional,Finance,51-200,Other,Analytics,499,10,195,31266,96,12,0,10,53,10,49,Invoice,Active,2026-03-15,2026-12-27,,2020-10-17,true,false,false,false,false,false
USR1180,2023-07-23,Starter,Media,11-50,India,Analytics,99,,,,21,8,0,6,0,14,30,Credit Card,Churned,,,2025-01-24,2023-07-25,false,false,false,false,false,false
USR1181,2021-04-02,Free,Healthcare,11-50,India,Collaboration,0,1,22,1180,3,5,0,3,26,2,5,,Active,2026-03-14,2026-05-18,,,false,false,false,false,false,false
USR1182,2021-11-01,Professional,Media,1-10,Canada,Collaboration,499,,,,202,15,0,1,0,11,38,ACH,Churned,,,2026-01-02,2021-11-03,true,false,true,false,false,false
USR1183,2023-03-15,Free,Ecommerce,1-10,Australia,Integration,0,2,41,1088,5,5,2,5,17,4,29,,Active,2026-03-14,2026-03-28,,,false,false,false,false,false,true
USR1184,2021-11-20,Professional,Finance,11-50,Canada,Integration,499,22,445,32106,133,14,0,5,80,14,37,Credit Card,Active,2026-03-16,2026-12-18,,2021-11-22,false,false,false,false,false,true
USR1185,2021-12-19,Free,Education,1-10,US,Reporting,0,3,52,759,2,5,0,6,15,5,22,,Active,2026-03-13,2027-02-14,,,false,false,false,false,false,false
USR1186,2019-03-30,Starter,Finance,1-10,Australia,Integration,99,8,173,9286,15,11,0,7,21,7,12,Credit Card,Active,2026-03-13,2026-04-04,,2019-04-05,false,false,false,false,false,false
USR1187,2019-09-05,Starter,Media,51-200,UK,Automation,99,7,160,7160,20,9,0,3,29,11,34,Credit Card,Active,2026-03-15,2026-11-05,,2019-09-09,false,false,false,false,false,false
USR1188,2019-02-17,Starter,SaaS,51-200,India,Collaboration,99,,,,24,8,0,5,0,5,11,ACH,Churned,,,2026-01-10,2019-02-19,false,false,true,false,false,false
USR1189,2022-09-07,Professional,Media,51-200,France,Collaboration,499,22,442,27019,166,17,0,7,62,4,25,PayPal,Active,2026-03-16,2026-10-29,,2022-09-11,false,true,false,false,false,false
USR1190,2019-06-20,Starter,Media,11-50,Australia,Reporting,99,10,196,10163,31,7,0,8,59,1,29,Credit Card,Active,2026-03-11,2026-06-24,,2019-06-22,false,false,false,false,false,false
USR1191,2021-06-15,Free,Education,11-50,Canada,Automation,0,3,56,1653,4,4,0,,4,13,30,,Active,2026-03-15,2026-09-10,,,false,false,false,false,false,false
USR1192,2023-01-03,Free,Education,201-1000,Australia,Analytics,0,,,,5,5,0,0,0,5,18,,Churned,,,2025-11-13,,false,false,false,false,false,true
USR1193,2022-11-20,Free,Finance,11-50,Germany,Reporting,0,2,35,1524,5,4,0,6,10,9,19,,Active,2026-03-16,2027-01-24,,,false,false,false,false,false,true
USR1194,2020-07-19,Starter,Finance,51-200,Australia,Analytics,99,6,113,10610,30,10,3,6,42,2,20,ACH,Active,2026-03-11,2026-10-06,,2020-07-22,false,false,false,true,false,false
USR1195,2022-10-18,Free,Media,11-50,France,Reporting,0,3,60,740,3,4,0,3,17,15,22,,Active,2026-03-14,2026-11-29,,,false,false,false,false,false,false
USR1196,2023-02-17,Professional,Education,51-200,US,Reporting,499,12,206,27455,203,16,0,7,21,6,42,Credit Card,Active,2026-03-11,2026-03-04,,2023-02-19,true,false,false,false,false,false
USR1197,2024-04-08,Starter,SaaS,11-50,France,Collaboration,99,7,143,9705,29,11,0,9,18,4,20,Credit Card,Active,,2026-04-24,,2024-04-10,false,false,false,false,false,false
USR1198,2020-11-22,Professional,Healthcare,51-200,US,Integration,499,14,326,38572,146,12,3,9,54,11,14,Credit Card,Active,2026-03-16,2027-01-21,,2020-11-28,false,true,false,false,false,false
USR1199,2022-10-09,Professional,Finance,1000+,Canada,Analytics,499,22,417,42206,206,14,0,7,101,14,33,Credit Card,Active,2026-03-11,2026-12-20,,2022-10-10,true,false,false,false,false,true
USR1200,2022-09-12,Professional,Education,11-50,Canada,Analytics,499,13,268,28264,195,16,0,9,36,1,23,ACH,Active,2026-03-12,2026-11-13,,2022-09-17,true,false,false,false,true,true
USR1201,2019-11-17,Free,Finance,11-50,Canada,Analytics,0,1,11,540,5,4,0,0,0,3,18,,Churned,2025-01-19,,2025-09-17,,false,false,false,false,false,false
USR1202,2019-09-15,Starter,Education,1-10,France,Collaboration,99,12,266,7333,32,11,0,8,44,4,20,Credit Card,Active,2026-03-15,2026-11-03,,2019-09-19,false,false,false,false,false,true
USR1203,2022-01-30,Professional,Finance,51-200,Germany,Automation,499,27,525,29148,162,16,0,5,64,10,37,ACH,Active,2026-03-14,2026-03-21,,2022-02-04,true,true,false,false,false,true
USR1204,2022-10-03,Free,Other,1-10,India,Integration,0,2,34,1163,5,5,0,5,11,13,23,,Active,2026-03-13,2026-12-25,,,false,false,false,false,false,false
USR1205,2021-01-15,Professional,Education,201-1000,Canada,Automation,499,17,404,28960,113,18,0,8,101,13,40,Credit Card,Active,2026-03-13,2026-04-12,,2021-01-21,true,false,false,false,false,true
USR1206,2022-08-31,Starter,Ecommerce,1-10,France,Collaboration,99,10,214,8184,33,11,0,4,39,9,14,Credit Card,Active,2026-03-14,2026-10-12,,2022-09-01,false,false,false,false,false,true
USR1207,2023-10-05,Free,Finance,51-200,France,Automation,0,3,51,774,3,3,0,5,12,3,18,,Active,2026-03-16,2026-12-29,,,false,false,false,false,false,false
USR1208,2023-02-19,Free,Ecommerce,1-10,UK,Reporting,0,3,56,750,5,4,1,5,23,5,33,,Active,2026-03-15,2026-05-20,,,false,false,false,false,false,false
USR1209,2021-04-18,Free,Healthcare,11-50,US,Collaboration,0,1,7,224,4,4,0,5,0,14,13,,Churned,,,2025-03-13,,false,false,true,false,false,true
USR1210,2022-04-25,Starter,Other,11-50,US,Collaboration,99,9,194,8892,17,8,0,9,12,5,22,PayPal,Active,2026-03-16,2026-07-15,,2022-04-29,false,false,false,false,false,false
USR1211,2019-06-14,Starter,SaaS,11-50,Canada,Automation,99,2,17,5828,34,8,0,0,0,5,21,Credit Card,Churned,,,2025-06-02,2019-06-17,false,false,true,false,false,true
USR1212,2019-06-27,Free,Ecommerce,1-10,India,Collaboration,0,0,5,149,5,5,0,,10,15,13,,Paused,2026-01-16,,,,false,false,false,false,false,true
USR1213,2023-11-24,Starter,SaaS,11-50,US,Collaboration,99,9,149,8452,22,11,0,8,33,13,5,PayPal,Active,2026-03-12,2026-12-20,,2023-12-01,false,false,false,false,false,true
USR1214,2024-12-09,Free,Education,11-50,UK,Integration,0,3,52,1382,2,3,0,4,16,12,8,,Active,2026-03-11,2027-01-17,,,false,false,false,false,false,false
USR1215,2019-10-09,Professional,Media,1000+,Australia,Collaboration,499,18,333,20610,195,16,0,5,30,6,38,Credit Card,Active,2026-03-14,2027-01-04,,2019-10-12,true,false,false,false,false,false
USR1216,2023-07-20,Professional,Finance,11-50,Other,Analytics,499,19,450,20664,139,16,0,7,100,15,25,PayPal,Active,2026-03-11,2026-09-30,,2023-07-26,true,false,false,false,false,false
USR1217,2023-03-31,Starter,Finance,1-10,UK,Integration,99,4,86,6602,34,10,0,8,27,7,17,ACH,Active,2026-03-12,2026-04-26,,2023-04-02,false,false,false,false,false,true
USR1218,2023-03-20,Free,Healthcare,1-10,France,Collaboration,0,,,,5,4,0,6,0,6,26,,Churned,,,2025-02-10,,false,false,false,false,false,false
USR1219,2023-05-25,Free,SaaS,1-10,Australia,Integration,0,,,,2,5,0,3,0,13,14,,Churned,2025-12-10,,2025-04-03,,false,false,false,false,false,false
USR1220,2021-06-21,Starter,SaaS,11-50,UK,Reporting,99,9,177,5731,28,10,0,,32,15,30,Invoice,Active,2026-03-13,2026-08-19,,2021-06-28,false,false,false,false,false,false
USR1221,2024-03-16,Free,Healthcare,1-10,UK,Analytics,0,1,21,1453,2,4,0,5,15,12,25,,Active,2026-03-12,2026-06-13,,,false,false,false,false,false,false
USR1222,2020-05-07,Enterprise,Finance,51-200,Other,Collaboration,3999,57,1138,125403,686,26,0,9,186,6,37,ACH,Active,2026-03-13,2026-07-10,,2020-05-10,true,false,false,false,false,true
USR1223,2022-09-26,Professional,Finance,11-50,Germany,Collaboration,499,17,335,23545,203,16,4,9,103,2,26,Credit Card,Active,2026-03-13,2026-10-08,,2022-10-01,true,false,false,true,false,false
USR1224,2024-05-13,Starter,SaaS,1-10,India,Reporting,99,4,39,2234,23,7,0,5,0,5,11,PayPal,Churned,2025-08-24,,2025-05-02,2024-05-14,false,false,true,false,false,false
USR1225,2022-04-04,Professional,SaaS,51-200,Canada,Automation,499,13,252,26491,179,16,0,8,38,6,37,Credit Card,Active,2026-03-14,2026-06-05,,2022-04-10,false,false,false,false,false,false
USR1226,2020-05-29,Professional,Ecommerce,11-50,Australia,Automation,499,11,237,22483,205,12,0,9,42,1,41,PayPal,Active,2026-03-15,2026-07-17,,2020-06-03,false,true,false,false,false,false
USR1227,2021-03-18,Free,SaaS,1-10,India,Integration,0,2,38,986,4,4,0,5,4,13,15,,Active,2026-03-15,2026-05-21,,,false,false,false,false,false,false
USR1228,2022-02-14,Professional,Ecommerce,11-50,US,Analytics,499,18,360,39722,216,16,0,9,110,10,44,Credit Card,Active,2026-03-13,2026-03-27,,2022-02-16,true,false,false,false,true,true
USR1229,2021-02-11,Free,Finance,1-10,UK,Integration,0,2,36,1581,5,3,0,4,6,14,17,,Active,2026-03-13,2026-05-01,,,false,false,false,false,false,true
USR1230,2019-01-17,Starter,Other,1-10,Other,Automation,99,13,248,13361,33,11,0,6,13,7,12,Credit Card,Active,2026-03-15,2026-04-01,,2019-01-22,false,false,false,false,false,true
USR1231,2023-01-04,Free,Ecommerce,1-10,UK,Collaboration,0,2,34,722,2,4,0,5,13,7,15,,Active,2026-03-12,2026-02-16,,,false,false,false,false,false,true
USR1232,2023-01-13,Professional,SaaS,11-50,Australia,Reporting,499,29,673,42289,152,16,0,7,102,1,22,PayPal,Active,2026-03-15,2026-02-21,,2023-01-18,true,true,false,false,false,true
USR1233,2020-10-17,Starter,Education,1-10,UK,Collaboration,99,,,,26,7,0,6,0,3,24,Credit Card,Churned,,,2025-11-15,2020-10-24,false,false,true,false,false,false
USR1234,2019-07-31,Starter,Education,11-50,France,Integration,99,11,208,6002,24,11,0,6,25,11,11,Credit Card,Active,2026-03-12,2026-08-13,,2019-08-04,false,false,false,false,false,true
USR1235,2022-07-07,Free,Ecommerce,11-50,US,Analytics,0,2,12,254,3,5,0,1,0,5,18,,Churned,2025-12-17,,2025-11-12,,false,false,true,false,false,false
USR1236,2023-05-29,Starter,SaaS,11-50,Canada,Analytics,99,10,234,13407,25,9,4,6,59,3,24,ACH,Active,2026-03-11,2026-06-24,,2023-06-04,false,false,false,false,false,false
USR1237,2023-10-14,Professional,Healthcare,11-50,Other,Integration,499,14,312,26787,123,11,0,8,14,1,26,PayPal,Active,2026-03-11,2026-12-14,,2023-10-16,true,false,false,false,false,true
USR1238,2019-09-23,Starter,Other,11-50,Germany,Reporting,99,4,77,11378,26,8,0,6,20,3,22,PayPal,Active,2026-03-12,2026-12-03,,2019-09-25,false,false,false,false,false,false
USR1239,2024-02-25,Starter,Healthcare,11-50,Other,Analytics,99,9,176,7148,22,8,0,10,56,7,19,Invoice,Active,2026-03-11,2026-03-21,,2024-02-28,false,false,false,false,false,false
USR1240,2024-04-06,Enterprise,Media,1-10,Other,Collaboration,3999,,,,584,28,0,1,0,13,42,Invoice,Churned,2025-10-19,,2025-12-10,2024-04-08,true,true,true,false,false,false
USR1241,2022-02-18,Professional,Finance,201-1000,Canada,Collaboration,499,23,404,29843,137,11,0,7,118,6,29,Credit Card,Active,2026-03-11,2026-05-19,,2022-02-19,true,false,false,false,false,true
USR1242,2023-10-23,Free,Other,1-10,US,Collaboration,0,1,23,733,5,4,0,6,28,8,29,,Active,2026-03-11,2026-11-15,,,false,false,false,false,false,false
USR1243,2020-04-03,Free,SaaS,1-10,Germany,Collaboration,0,1,19,1311,5,3,0,4,21,7,18,,Active,2026-03-15,2026-06-06,,,false,false,false,false,false,true
USR1244,2021-04-23,Free,SaaS,51-200,India,Automation,0,1,22,933,2,5,0,7,19,13,28,,Active,2026-03-14,2026-07-03,,,false,false,false,false,false,false
USR1245,2020-06-12,Free,Ecommerce,1-10,France,Analytics,0,3,51,887,4,4,0,5,5,5,12,,Active,2026-03-12,2026-08-28,,,false,false,false,false,false,false
USR1246,2020-06-09,Enterprise,Finance,51-200,France,Integration,2999,52,1003,90856,701,19,3,9,146,4,52,Invoice,Active,2026-03-11,2026-08-06,,2020-06-14,true,true,false,false,true,false
USR1247,2023-01-03,Starter,Other,1000+,Other,Automation,99,10,223,7223,32,9,0,5,39,8,24,Credit Card,Active,2026-03-11,2026-03-01,,2023-01-06,false,false,false,false,false,true
USR1248,2020-06-11,Professional,Education,51-200,Germany,Reporting,499,21,416,22535,136,17,0,9,95,13,37,PayPal,Active,2026-03-11,2026-07-09,,2020-06-14,true,false,false,false,false,false
USR1249,2019-06-14,Free,Media,11-50,Australia,Integration,0,1,20,957,4,4,0,6,11,14,21,,Active,2026-03-14,2026-08-29,,,false,false,false,false,false,true
USR1250,2022-07-19,Free,Healthcare,1-10,Australia,Integration,0,0,5,218,3,5,0,5,5,11,8,,Paused,2025-12-28,,,,false,false,true,false,false,true
USR1251,2019-05-28,Starter,Education,11-50,India,Integration,99,5,114,10735,18,10,0,9,27,15,21,Credit Card,Active,,2026-07-26,,2019-06-04,false,false,false,false,false,false
USR1252,2022-06-25,Starter,SaaS,1000+,Canada,Collaboration,99,6,129,9191,15,10,0,8,37,7,14,Credit Card,Active,2026-03-14,2026-07-14,,2022-06-29,false,false,false,false,false,true
USR1253,2019-08-31,Professional,Education,51-200,Other,Analytics,499,0,5,4105,137,17,0,5,3,13,33,PayPal,Paused,2026-01-16,,,2019-09-02,true,false,false,false,false,false
USR1254,2024-05-31,Professional,Finance,51-200,US,Automation,499,20,477,34794,190,18,0,6,63,7,34,Credit Card,Active,2026-03-14,2026-08-07,,2024-06-01,true,false,false,false,false,true
USR1255,2021-09-30,Free,SaaS,11-50,Australia,Integration,0,2,44,812,5,3,0,6,11,4,29,,Active,2026-03-11,2026-10-17,,,false,false,false,false,false,true
USR1256,2022-09-16,Free,Ecommerce,1-10,Canada,Automation,0,,,,4,3,1,1,0,12,10,,Churned,,,2025-03-23,,false,false,true,false,false,true
USR1257,2021-12-20,Free,Other,1-10,Other,Automation,0,3,51,916,2,5,0,7,22,10,14,,Active,2026-03-11,2027-01-04,,,false,false,false,false,false,false
USR1258,2022-09-11,Starter,Healthcare,51-200,Australia,Reporting,99,6,102,8774,20,10,0,4,21,13,6,Credit Card,Active,2026-03-15,2026-10-23,,2022-09-16,false,false,false,false,false,true
USR1259,2021-04-24,Enterprise,Media,1000+,Australia,Automation,1499,72,1178,172912,631,32,0,8,198,6,46,Invoice,Active,2026-03-15,2026-06-09,,2021-04-26,true,false,false,false,false,false
USR1260,2023-05-19,Free,Education,1-10,France,Integration,0,4,77,1012,2,4,0,8,14,13,13,,Active,2026-03-14,2026-06-15,,,false,false,false,false,false,false
USR1261,2022-12-11,Enterprise,Other,51-200,India,Analytics,1499,64,1263,157169,651,28,4,8,120,10,52,Credit Card,Active,2026-03-15,2026-12-26,,2022-12-18,false,true,true,false,false,true
USR1262,2020-03-02,Professional,Finance,11-50,India,Analytics,499,12,254,30440,170,13,0,6,27,3,31,Credit Card,Active,2026-03-12,2026-04-18,,2020-03-04,false,true,false,false,false,false
USR1263,2023-08-24,Professional,Finance,1000+,France,Reporting,499,17,334,24323,120,12,0,,66,11,30,Credit Card,Active,2026-03-11,2026-09-05,,2023-08-29,true,false,false,false,false,true
USR1264,2021-05-04,Starter,Media,201-1000,Other,Integration,99,,,,20,7,0,3,0,6,22,Credit Card,Churned,,,2025-05-02,2021-05-05,false,false,false,false,false,false
USR1265,2020-06-21,Starter,Education,1-10,Other,Collaboration,99,7,131,12807,33,9,0,5,27,3,28,Credit Card,Active,2026-03-15,2026-07-31,,2020-06-27,false,false,false,false,false,false
USR1266,2024-02-15,Free,Other,1-10,Other,Reporting,0,3,49,987,3,4,0,4,5,5,19,,Active,2026-03-14,2026-05-15,,,false,false,false,false,false,false
USR1267,2022-11-07,Free,Healthcare,1-10,Australia,Integration,0,2,27,240,3,4,0,5,0,13,9,,Churned,,,2025-09-30,,false,false,false,false,false,false
USR1268,2020-06-17,Starter,Ecommerce,51-200,France,Analytics,99,7,114,8723,28,11,0,8,43,3,13,Credit Card,Active,2026-03-11,2026-06-19,,2020-06-18,false,false,false,false,false,false
USR1269,2024-05-10,Free,Ecommerce,51-200,UK,Reporting,0,2,41,1002,2,4,3,6,28,10,30,,Active,,2026-07-09,,,false,false,false,true,false,true
USR1270,2020-11-16,Free,Other,51-200,US,Integration,0,1,18,751,4,4,0,6,19,11,14,,Active,2026-03-12,2027-01-06,,,false,false,false,false,false,true
USR1271,2022-10-27,Professional,Finance,1000+,US,Reporting,499,18,377,30314,148,13,0,8,87,3,12,Credit Card,Active,2026-03-16,2026-11-30,,2022-11-03,false,true,false,false,false,false
USR1272,2022-08-19,Enterprise,Media,1000+,France,Integration,3499,54,976,118031,707,32,4,5,316,9,53,ACH,Active,2026-03-12,2026-11-12,,2022-08-25,true,false,false,false,false,false
USR1273,2024-01-03,Free,SaaS,201-1000,UK,Analytics,0,1,23,713,3,4,0,6,13,4,13,,Active,2026-03-15,2026-02-08,,,false,false,false,false,false,false
USR1274,2022-12-30,Professional,Education,51-200,Canada,Collaboration,499,19,370,23352,157,15,0,9,87,6,35,Credit Card,Active,2026-03-12,2027-01-18,,2023-01-03,false,false,false,false,true,false
USR1275,2020-10-13,Starter,Ecommerce,201-1000,Other,Analytics,99,,,,26,8,0,6,0,10,29,Credit Card,Churned,,,2025-07-11,2020-10-15,false,false,true,false,false,true
USR1276,2019-01-04,Professional,Finance,1000+,Germany,Integration,499,20,464,33431,201,14,0,7,46,10,23,PayPal,Active,,2026-03-24,,2019-01-10,false,false,false,false,false,false
USR1277,2024-08-03,Professional,Healthcare,1-10,Other,Collaboration,499,18,328,33751,102,13,0,7,69,15,20,PayPal,Active,2026-03-15,2026-09-20,,2024-08-08,true,false,false,false,false,false
