employee_id,employee_age,gender,department,job_level,location,education,hire_date,hire_source,tenure_years,employment_type,salary,bonus_pct,benefits_tier,performance_rating,training_hours_annual,sick_days_annual,vacation_days_annual,remote_eligible,remote_work_pct,overtime_hours_annual,last_promotion_date,years_since_promotion,promotion_eligible,manager_flag,direct_reports,projects_count,top_performer,stock_options,attrition_risk,exit_date,last_review_date,next_review_date
EMP00356,53,M,IT,Senior IC,NYC,Master,2015-10-14,LinkedIn,8.4,Full-time,161542,4.4,Basic,2,35,6,18,True,60,185,,,False,False,0,3,False,False,False,,2023-12-13,2024-06-30
EMP00357,39,M,Sales,Lead,Austin,Bachelor,2023-10-06,Agency,0.4,Full-time,132046,12.6,Standard,2,67,4,22,True,60,54,,,False,False,0,2,False,True,False,,2024-01-06,2024-09-02
EMP00358,51,M,Sales,Manager,HQ-SF,Bachelor,2018-03-06,Internal,6.0,Part-time,248668,37.9,Standard,4,30,8,20,True,60,290,2021-06-23,2.7,True,True,3,9,False,True,False,,2023-11-02,2024-04-23
EMP00359,32,F,Marketing,VP,Toronto,PhD,2017-03-06,Indeed,7.0,Full-time,563820,34.7,Premium,4,41,0,25,True,60,238,2022-04-09,1.9,False,True,37,8,False,True,False,,2024-01-08,2024-06-19
EMP00360,37,F,Customer Success,Senior IC,NYC,High School,2021-10-02,Agency,2.5,Part-time,147137,14.0,Standard,4,42,9,16,True,20,108,2022-06-04,1.8,False,False,0,5,False,False,False,,2023-09-17,2024-07-01
EMP00361,27,M,Customer Success,Senior Manager,Austin,Master,2016-03-23,Referral,8.0,Full-time,249511,6.0,Standard,3,10,2,22,True,0,248,,,False,True,10,11,False,True,False,,2023-12-31,2024-07-18
EMP00362,54,M,Sales,Senior Manager,NYC,Bachelor,2016-03-27,Agency,8.0,Full-time,324889,19.8,Standard,4,44,10,24,True,100,92,2023-06-12,0.8,False,True,12,4,False,True,False,,2023-10-15,2024-08-16
EMP00363,22,Non-binary,Customer Success,Senior Manager,HQ-SF,Bachelor,2022-06-18,Indeed,1.7,Part-time,273936,9.2,Premium,4,59,7,22,False,0,204,2022-08-04,1.6,False,True,10,8,False,True,False,,2023-11-04,2024-07-19
EMP00364,28,M,Sales,Senior Manager,Singapore,Master,2015-01-13,LinkedIn,9.2,Full-time,314378,18.1,Premium,5,38,3,20,True,100,218,,,False,True,14,13,False,True,False,,2024-02-10,2024-09-23
EMP00365,42,F,Sales,Senior IC,Remote-US,Bachelor,2022-08-08,Referral,1.6,Full-time,107119,38.5,Standard,4,60,7,25,True,100,179,,,False,False,0,5,False,False,False,,2023-09-21,2024-08-21
EMP00366,65,F,HR,Lead,Remote-US,Master,2021-02-25,Agency,3.0,Contract,150888,1.9,Premium,3,15,10,16,True,100,13,,,False,False,0,1,False,True,False,,2023-12-05,2024-06-09
EMP00367,64,M,Customer Success,Director,Singapore,Master,2016-05-19,Referral,7.8,Full-time,343644,46.2,Premium,2,30,10,21,False,0,240,,,False,True,12,9,False,True,False,,2023-10-26,2024-06-12
EMP00368,27,F,Marketing,Senior Manager,Singapore,Master,2018-10-25,Agency,5.4,Full-time,271634,6.8,Premium,4,48,0,19,True,80,98,,,False,True,12,8,False,True,False,,2024-01-13,2024-08-25
EMP00369,22,Non-binary,Finance,Senior IC,Toronto,Master,2021-01-13,LinkedIn,3.2,Full-time,142246,8.5,Standard,4,49,4,17,False,0,179,2022-09-28,1.5,False,False,0,2,False,False,False,,2023-12-21,2024-08-18
EMP00370,43,M,Operations,Lead,Singapore,Master,2016-09-17,University,7.5,Full-time,209264,7.4,Standard,3,34,2,22,False,0,38,,,False,False,0,3,False,True,False,,2023-10-16,2024-07-12
EMP00371,40,F,Marketing,Senior IC,Toronto,Bachelor,2018-03-02,Referral,6.0,Full-time,121132,6.3,Standard,2,37,1,19,True,20,147,2019-06-03,4.8,False,False,0,5,False,False,False,,2023-12-26,2024-09-27
EMP00372,65,M,HR,Individual Contributor,Remote-US,Bachelor,2023-10-23,Referral,0.4,Full-time,59718,2.8,Standard,2,70,5,15,True,100,30,,,False,False,0,6,False,False,True,,2023-11-03,2024-06-15
EMP00373,60,Prefer not to say,Customer Success,Lead,Singapore,PhD,2016-12-07,Indeed,7.3,Full-time,222232,8.6,Premium,4,56,10,21,True,100,56,2023-05-06,0.9,False,False,0,2,False,True,False,,2023-12-19,2024-04-19
EMP00374,28,F,Customer Success,Individual Contributor,Singapore,Bachelor,2023-11-28,Indeed,0.3,Full-time,78040,2.6,Standard,3,74,2,21,False,0,5,,,False,False,0,7,False,False,False,,2023-10-12,2024-04-30
EMP00375,63,Non-binary,Marketing,Lead,Singapore,Master,2016-05-23,Referral,7.8,Full-time,193477,1.4,Standard,2,27,14,20,True,20,73,2021-07-23,2.6,False,False,0,5,False,True,True,2017-11-14,2023-11-13,2024-08-31
EMP00376,37,M,Engineering,Senior Manager,Toronto,Bachelor,2018-05-16,Indeed,5.8,Full-time,227503,3.9,Premium,3,26,5,24,True,20,226,2018-12-05,5.3,True,True,11,6,False,True,True,2020-11-12,2023-09-26,2024-06-08
EMP00377,49,F,Sales,Lead,Singapore,Master,2015-11-01,Referral,8.4,Full-time,200243,8.8,Premium,3,23,2,23,True,100,93,2019-09-03,4.5,True,False,0,4,False,True,False,,2023-10-07,2024-09-15
EMP00378,49,F,Engineering,Lead,HQ-SF,Bachelor,2019-04-02,Referral,5.0,Full-time,212455,3.3,Standard,3,20,10,16,True,40,99,2018-09-24,5.5,True,False,0,4,False,True,True,2020-07-30,2024-01-19,2024-05-15
EMP00379,53,F,Sales,Senior Manager,Toronto,Bachelor,2016-01-27,Referral,8.1,Full-time,239855,5.7,Standard,3,40,6,17,True,100,223,,,False,True,11,11,False,True,False,,2024-01-13,2024-06-19
EMP00380,30,M,Sales,Senior Manager,HQ-SF,Master,2016-08-07,Indeed,7.6,Full-time,345482,34.4,Premium,4,43,7,17,True,40,254,2022-11-04,1.4,False,True,15,9,False,True,False,,2023-12-18,2024-07-01
EMP00381,42,F,Customer Success,Senior IC,NYC,Master,2016-01-05,LinkedIn,8.2,Part-time,158836,5.9,Premium,2,27,15,15,False,0,108,,,False,False,0,3,False,False,True,,2023-10-01,2024-05-15
EMP00382,22,M,Sales,Senior IC,Austin,Associate,2023-01-04,LinkedIn,1.2,Full-time,121716,35.6,Basic,4,58,8,25,False,0,155,2023-03-13,1.0,False,False,0,4,False,False,False,,2023-11-16,2024-04-27
EMP00383,29,M,IT,Senior IC,London,Master,2018-10-16,Referral,5.4,Full-time,161071,8.8,Standard,4,38,3,15,False,0,145,2020-12-07,3.3,True,False,0,1,False,False,False,,2024-01-31,2024-07-14
EMP00384,28,M,Engineering,Senior Manager,Remote-US,Bachelor,2015-01-22,LinkedIn,9.1,Full-time,205425,0.7,Standard,2,38,4,21,True,100,81,,,False,True,14,3,False,True,True,,2023-11-05,2024-07-18
EMP00385,39,F,HR,Senior Manager,Remote-US,Bachelor,2016-03-21,LinkedIn,8.0,Full-time,213857,2.9,Premium,3,13,3,19,True,100,60,2020-07-09,3.7,True,True,9,8,False,True,True,2018-07-14,2023-12-08,2024-05-14
EMP00386,30,M,Marketing,Manager,Remote-US,Bachelor,2018-08-23,LinkedIn,5.6,Full-time,196824,7.7,Premium,5,60,1,15,True,100,82,2022-03-15,2.0,True,True,3,15,True,True,True,2023-05-18,2024-02-12,2024-08-03
EMP00387,49,M,Customer Success,Senior Manager,NYC,Bachelor,2017-10-11,Referral,6.4,Contract,313979,14.9,Premium,4,51,6,18,True,0,229,,,False,True,9,6,False,True,False,,2023-12-18,2024-05-14
EMP00388,31,F,Engineering,Senior IC,Toronto,High School,2019-10-13,Referral,4.4,Full-time,118469,5.1,Basic,3,17,3,20,True,0,130,,,False,False,0,1,False,False,False,,2023-11-17,2024-07-30
EMP00389,22,F,Customer Success,Lead,Austin,Bachelor,2015-08-02,LinkedIn,8.6,Full-time,194187,5.2,Premium,5,60,7,20,True,0,12,2021-08-27,2.5,True,False,0,3,True,True,False,,2023-10-02,2024-09-15
EMP00390,46,M,Finance,Senior IC,Singapore,Bachelor,2015-12-24,Referral,8.2,Full-time,131813,7.1,Standard,1,36,6,18,False,0,25,2020-01-07,4.2,False,False,0,6,False,False,True,,2023-10-01,2024-05-23
EMP00391,38,Non-binary,Finance,Senior IC,Austin,Master,2023-07-08,Referral,0.7,Full-time,120811,7.3,Basic,3,44,7,21,True,80,5,,,False,False,0,3,False,False,False,,2024-02-03,2024-09-05
EMP00392,47,M,Marketing,Manager,HQ-SF,Bachelor,2020-07-20,University,3.7,Full-time,238678,12.4,Premium,4,49,4,18,True,20,196,2021-08-12,2.6,True,True,6,15,False,True,False,,2023-12-10,2024-06-30
EMP00393,29,M,Engineering,Manager,Austin,High School,2016-12-01,LinkedIn,7.3,Part-time,176763,7.4,Standard,2,37,1,25,False,0,260,2021-09-27,2.5,False,True,5,13,False,True,True,,2024-01-24,2024-09-01
EMP00394,40,F,HR,Lead,HQ-SF,Master,2018-08-22,Indeed,5.6,Full-time,239479,1.4,Premium,3,10,8,25,False,0,99,,,False,False,0,2,False,True,False,,2023-12-11,2024-09-21
EMP00395,36,M,Engineering,Lead,Toronto,Master,2018-08-21,Indeed,5.6,Full-time,185450,5.8,Standard,3,23,5,17,False,0,11,,,False,False,0,8,False,True,False,,2023-10-12,2024-05-30
EMP00396,33,M,Marketing,Senior IC,NYC,High School,2019-06-03,Referral,4.8,Full-time,150189,7.8,Standard,3,13,8,17,False,0,3,,,False,False,0,7,False,False,True,2019-07-30,2024-02-03,2024-05-17
EMP00397,62,M,Engineering,Manager,Toronto,Associate,2021-09-22,Referral,2.5,Full-time,183559,11.5,Standard,4,34,7,24,False,0,258,2022-09-16,1.5,False,True,4,5,False,True,False,,2023-09-28,2024-05-15
EMP00398,28,M,Finance,Senior IC,HQ-SF,Master,2020-09-26,Referral,3.5,Full-time,140542,1.2,Basic,1,30,9,18,False,0,175,2018-09-02,5.5,False,False,0,2,False,False,True,,2023-12-04,2024-07-14
EMP00399,27,Non-binary,Customer Success,Senior IC,London,Bachelor,2015-06-27,University,8.7,Full-time,142679,7.1,Premium,2,31,9,24,False,0,89,,,False,False,0,5,False,False,False,,2024-01-26,2024-04-14
EMP00400,31,M,Engineering,Senior IC,Toronto,Master,2018-08-04,University,5.6,Full-time,135575,4.6,Standard,3,40,4,17,True,20,46,,,False,False,0,6,False,False,False,,2023-11-01,2024-09-15
EMP00401,63,F,Sales,Manager,London,Bachelor,2017-10-04,Indeed,6.4,Part-time,222194,10.8,Standard,3,32,6,23,True,100,257,,,False,True,7,14,False,True,False,,2024-02-10,2024-07-15
EMP00402,25,M,Sales,Manager,Toronto,Master,2018-12-01,Referral,5.3,Full-time,199848,17.8,Premium,3,17,3,18,True,20,80,,,False,True,6,14,False,True,False,,2023-10-29,2024-07-18
EMP00403,52,M,Finance,Individual Contributor,Austin,Associate,2021-08-29,Referral,2.5,Full-time,73525,6.6,Standard,3,23,2,17,True,20,191,,,False,False,0,5,False,False,False,,2024-02-11,2024-06-26
EMP00404,60,M,Engineering,Individual Contributor,Remote-US,Master,2023-06-04,LinkedIn,0.8,Full-time,81486,9.6,Standard,4,56,9,23,True,100,78,,,False,False,0,4,False,False,True,2023-08-20,2024-01-13,2024-06-07
EMP00405,57,M,Operations,Lead,Remote-US,Bachelor,2021-10-14,Referral,2.4,Full-time,145005,7.6,Standard,4,31,5,25,True,100,54,2023-05-18,0.8,False,False,0,2,False,True,False,,2023-12-15,2024-06-25
EMP00406,22,F,Finance,Individual Contributor,NYC,Bachelor,2023-06-26,Internal,0.7,Full-time,77961,7.8,Basic,1,76,1,24,False,0,123,,,False,False,0,1,False,False,True,2023-10-13,2023-11-15,2024-06-25
EMP00407,47,F,Sales,Individual Contributor,Singapore,High School,2023-02-20,University,1.1,Full-time,80761,6.5,Basic,3,35,2,15,True,60,122,,,False,False,0,1,False,False,True,2023-11-14,2024-01-22,2024-06-12
EMP00408,32,M,Sales,Manager,Singapore,Bachelor,2020-08-16,University,3.6,Part-time,204068,18.3,Standard,4,41,9,21,True,100,248,2022-12-26,1.2,False,True,5,12,False,True,False,,2023-10-10,2024-05-08
EMP00409,57,F,Operations,Individual Contributor,HQ-SF,Bachelor,2023-12-11,Internal,0.3,Contract,86730,0.5,Basic,2,76,11,20,True,20,181,,,False,False,0,8,False,False,True,,2023-10-24,2024-09-27
EMP00410,53,F,Sales,Lead,Remote-US,Master,2015-06-12,Agency,8.8,Full-time,191214,24.2,Premium,5,57,9,20,True,100,47,2022-06-19,1.7,False,False,0,8,False,True,False,,2024-01-31,2024-06-15
EMP00411,28,F,Sales,Lead,Toronto,High School,2018-04-05,LinkedIn,5.9,Full-time,164653,6.4,Standard,3,24,7,25,True,60,13,2019-04-12,4.9,True,False,0,7,False,True,True,2022-01-10,2023-11-19,2024-09-15
EMP00412,39,M,Engineering,Senior IC,Remote-US,Associate,2020-02-05,LinkedIn,4.1,Full-time,107501,7.9,Basic,3,34,6,15,True,100,92,,,False,False,0,8,False,False,False,,2023-10-29,2024-06-22
EMP00413,39,M,Engineering,Manager,Remote-US,Master,2019-07-18,Internal,4.7,Part-time,179174,2.1,Standard,3,12,6,20,True,100,296,,,False,True,3,5,False,True,False,,2023-09-30,2024-05-25
EMP00414,58,Non-binary,Operations,Lead,London,Associate,2019-05-13,LinkedIn,4.8,Full-time,194911,4.7,Premium,4,51,5,15,True,60,18,2022-10-03,1.4,False,False,0,7,False,True,False,,2024-01-13,2024-09-23
EMP00415,35,M,HR,Individual Contributor,London,Master,2023-05-13,Indeed,0.8,Full-time,96385,5.5,Standard,4,52,10,24,False,0,94,,,False,False,0,6,False,False,True,,2024-01-14,2024-08-19
EMP00416,44,M,Sales,Senior Manager,Austin,Associate,2021-01-30,University,3.1,Full-time,189829,7.7,Premium,2,15,13,21,True,100,226,,,False,True,15,13,False,True,True,,2024-01-20,2024-05-06
EMP00417,61,F,Engineering,Manager,London,Master,2019-08-12,Internal,4.6,Full-time,205324,4.6,Premium,2,31,9,21,True,60,191,2021-06-03,2.8,False,True,3,10,False,True,False,,2023-10-19,2024-07-28
EMP00418,47,F,IT,Senior Manager,London,Bachelor,2015-02-01,Referral,9.1,Full-time,291612,13.1,Premium,4,51,3,15,False,0,156,2023-08-16,0.6,False,True,12,15,False,True,False,,2023-11-25,2024-07-08
EMP00419,57,M,Engineering,Lead,Toronto,High School,2019-05-23,Referral,4.8,Full-time,181760,14.3,Premium,5,42,2,21,False,0,66,2023-01-04,1.2,False,False,0,3,False,True,False,,2023-12-10,2024-09-02
EMP00420,23,M,Engineering,Manager,NYC,High School,2019-11-27,Agency,4.3,Part-time,233926,3.9,Standard,4,30,2,22,False,0,249,2022-12-26,1.2,False,True,6,6,False,True,False,,2023-11-10,2024-06-19
EMP00421,62,F,Customer Success,Manager,HQ-SF,Associate,2015-04-05,University,8.9,Full-time,276628,4.7,Standard,5,58,2,16,True,40,283,2020-03-29,4.0,True,True,5,3,False,True,False,,2023-10-30,2024-07-19
EMP00422,32,M,Engineering,Director,Singapore,Master,2017-01-06,University,7.2,Full-time,364195,49.3,Premium,4,45,9,24,True,20,183,,,False,True,21,6,False,True,False,,2023-10-05,2024-08-23
EMP00423,35,F,Engineering,Lead,Singapore,Bachelor,2015-05-01,Referral,8.9,Full-time,178009,1.6,Premium,2,12,11,23,False,0,59,,,False,False,0,8,False,True,True,,2023-12-12,2024-05-28
EMP00424,47,M,Customer Success,Senior Manager,Austin,Bachelor,2016-02-26,Referral,8.0,Full-time,243224,3.5,Premium,3,23,9,19,False,0,209,2020-09-02,3.5,True,True,13,6,False,True,False,,2024-01-29,2024-08-07
EMP00425,59,F,Engineering,Manager,Singapore,PhD,2019-08-06,LinkedIn,4.6,Part-time,224199,0.9,Standard,3,23,2,20,True,20,218,2021-08-16,2.6,False,True,5,8,False,True,False,,2023-11-22,2024-06-07
EMP00426,57,M,Sales,Manager,London,Bachelor,2015-09-29,Referral,8.5,Full-time,247709,38.7,Standard,4,32,9,25,True,60,131,2022-01-02,2.2,False,True,8,10,False,True,False,,2024-01-14,2024-08-07
EMP00427,58,F,Engineering,Manager,Toronto,Master,2015-03-29,Referral,9.0,Full-time,194637,1.0,Standard,1,11,1,20,False,0,67,,,False,True,6,15,False,True,True,,2023-11-18,2024-07-25
EMP00428,25,F,Engineering,Director,Remote-US,PhD,2019-05-31,Agency,4.8,Full-time,324074,31.2,Premium,5,30,3,15,True,100,261,2023-05-22,0.8,False,True,13,8,True,True,False,,2024-01-23,2024-06-01
EMP00429,56,M,IT,Director,Austin,PhD,2015-01-21,LinkedIn,9.1,Full-time,298670,29.1,Premium,1,20,12,19,False,0,286,2020-05-12,3.8,False,True,18,5,False,True,True,2021-09-08,2023-11-01,2024-09-24
EMP00430,58,M,Customer Success,Senior Manager,Austin,Master,2020-05-11,LinkedIn,3.8,Full-time,221439,6.1,Standard,3,21,8,18,False,0,238,,,False,True,7,14,False,True,False,,2024-02-11,2024-06-08
EMP00431,43,M,Operations,Senior Manager,London,Master,2017-05-04,Referral,6.9,Part-time,300060,8.4,Standard,4,57,8,16,False,0,106,2020-05-24,3.8,True,True,8,12,False,True,False,,2023-12-05,2024-07-31
EMP00432,63,M,Engineering,Director,Singapore,Bachelor,2016-02-23,LinkedIn,8.1,Full-time,289754,28.0,Premium,1,31,14,20,True,80,71,2021-05-10,2.8,False,True,25,9,False,True,True,,2024-02-01,2024-08-04
EMP00433,49,M,Engineering,Manager,London,Bachelor,2017-03-05,LinkedIn,7.0,Full-time,234207,4.3,Premium,4,50,3,16,True,0,279,2022-11-27,1.3,False,True,3,4,False,True,False,,2023-11-03,2024-07-23
EMP00434,39,M,Engineering,Manager,Austin,Master,2020-07-21,LinkedIn,3.6,Full-time,198002,3.0,Standard,4,46,9,22,False,0,268,2020-12-10,3.3,True,True,4,4,False,True,False,,2024-02-11,2024-10-01
EMP00435,38,M,Engineering,Senior Manager,HQ-SF,Master,2015-11-12,LinkedIn,8.3,Full-time,382385,8.9,Standard,5,45,1,15,False,0,195,2022-10-31,1.4,False,True,9,6,False,True,True,2017-08-03,2023-11-21,2024-08-07
EMP00436,64,F,Engineering,Lead,Toronto,Bachelor,2020-06-15,LinkedIn,3.7,Full-time,182552,12.3,Standard,4,57,9,22,True,100,66,2018-04-17,5.9,True,False,0,4,False,True,True,2023-04-30,2023-09-20,2024-08-02
EMP00437,46,F,Engineering,Individual Contributor,Singapore,Bachelor,2022-03-01,University,2.0,Full-time,90657,14.5,Standard,4,46,2,19,False,0,89,2020-07-14,3.7,True,False,0,5,False,False,True,2023-09-14,2024-01-14,2024-08-02
EMP00438,44,M,Engineering,Individual Contributor,Singapore,Associate,2018-03-27,Agency,6.0,Full-time,99637,6.5,Standard,4,47,10,17,True,40,16,2022-01-15,2.2,False,False,0,5,False,False,True,2023-10-17,2023-10-27,2024-07-13
EMP00439,44,F,Operations,Manager,Toronto,Master,2018-03-06,Internal,6.0,Full-time,245541,4.7,Standard,5,36,6,24,False,0,124,2022-04-14,1.9,False,True,8,8,True,True,False,,2024-01-20,2024-06-19
EMP00440,49,F,Finance,Lead,NYC,Bachelor,2022-08-12,Agency,1.6,Full-time,164095,4.4,Standard,2,19,9,16,True,100,59,,,False,False,0,7,False,True,False,,2023-10-03,2024-08-05
EMP00441,44,M,Sales,Lead,Remote-US,Bachelor,2020-04-02,LinkedIn,4.0,Full-time,155209,34.2,Standard,5,32,2,24,True,100,38,,,False,False,0,6,False,True,False,,2023-11-06,2024-05-16
EMP00442,55,F,Operations,Individual Contributor,Austin,Master,2020-02-29,Referral,4.0,Part-time,93357,4.2,Standard,4,39,9,22,False,0,15,2021-12-13,2.3,True,False,0,1,False,False,False,,2023-10-11,2024-05-18
EMP00443,41,F,Engineering,Senior Manager,HQ-SF,Master,2022-01-17,University,2.2,Full-time,294757,3.8,Standard,4,49,1,23,True,20,76,2021-03-16,3.0,True,True,8,10,False,True,False,,2023-10-14,2024-05-31
EMP00444,61,F,Sales,Senior IC,HQ-SF,Bachelor,2022-08-22,LinkedIn,1.6,Full-time,149695,35.5,Standard,4,51,3,17,True,100,139,2022-04-06,1.9,False,False,0,5,False,False,False,,2023-12-06,2024-07-23
EMP00445,49,F,Engineering,Manager,London,Bachelor,2016-08-29,LinkedIn,7.5,Full-time,225643,10.8,Standard,4,49,7,15,False,0,140,,,False,True,8,14,False,True,True,2018-07-08,2023-10-09,2024-06-06
EMP00446,26,F,Customer Success,Lead,Singapore,Bachelor,2016-12-15,University,7.2,Full-time,194649,1.1,Premium,3,35,10,19,False,0,8,,,False,False,0,8,False,True,False,,2023-09-20,2024-08-21
EMP00447,42,M,IT,Individual Contributor,London,Master,2021-08-08,Internal,2.6,Full-time,86538,5.9,Standard,2,17,3,25,True,100,121,2021-04-11,2.9,False,False,0,4,False,False,True,,2023-11-08,2024-07-30
EMP00448,24,M,Engineering,Senior IC,London,Bachelor,2023-05-30,Agency,0.8,Full-time,104461,0.9,Standard,1,68,12,17,False,0,146,,,False,False,0,4,False,False,True,,2023-12-19,2024-06-04
EMP00449,34,F,Customer Success,Manager,Singapore,Associate,2015-12-19,LinkedIn,8.2,Full-time,175312,0.0,Standard,1,28,2,20,True,100,295,,,False,True,6,13,False,True,True,2018-05-16,2023-10-16,2024-08-20
EMP00450,30,M,Engineering,Individual Contributor,Remote-US,Master,2023-12-28,LinkedIn,0.2,Part-time,74277,9.2,Basic,4,46,1,22,True,100,59,,,False,False,0,1,False,False,False,,2023-12-02,2024-06-17
EMP00451,32,M,Engineering,Manager,Toronto,Bachelor,2018-03-25,University,6.0,Full-time,205054,10.4,Standard,4,52,1,24,True,40,217,2022-09-09,1.5,False,True,7,7,False,True,False,,2023-12-24,2024-09-01
EMP00452,25,M,Sales,Senior Manager,London,Master,2017-08-23,LinkedIn,6.6,Full-time,311595,15.9,Standard,4,60,6,24,False,0,287,2022-01-18,2.2,True,True,7,5,False,True,True,2018-02-14,2023-12-19,2024-09-27
EMP00453,36,M,IT,Individual Contributor,Toronto,Master,2015-03-29,Referral,9.0,Full-time,109222,5.5,Standard,3,33,0,23,True,60,196,2021-09-14,2.5,False,False,0,7,False,False,True,2016-08-23,2023-11-12,2024-07-13
EMP00454,36,M,Customer Success,Lead,Singapore,Master,2016-01-12,Referral,8.2,Full-time,223263,3.5,Premium,4,55,0,18,False,0,9,2022-05-22,1.8,False,False,0,5,False,True,True,,2023-12-14,2024-06-27
EMP00455,64,F,Engineering,Director,NYC,Master,2015-11-11,Internal,8.3,Full-time,437313,47.5,Premium,4,44,4,20,False,0,124,2018-08-20,5.6,True,True,17,8,False,True,False,,2024-02-01,2024-07-11
EMP00456,39,Non-binary,Engineering,Senior IC,London,Associate,2015-11-18,LinkedIn,8.3,Full-time,155827,7.5,Basic,4,56,2,15,False,0,178,2021-05-30,2.8,True,False,0,2,False,False,True,,2023-09-17,2024-07-21
EMP00457,61,F,Sales,Manager,Remote-US,Bachelor,2019-04-22,University,4.9,Full-time,162013,14.9,Premium,3,11,10,19,True,100,58,,,False,True,7,8,False,True,False,,2023-11-20,2024-06-20
EMP00458,43,M,Operations,Senior IC,Remote-US,Master,2023-02-20,Internal,1.1,Contract,126454,12.7,Standard,5,47,6,25,True,100,73,,,False,False,0,8,False,False,False,,2023-12-10,2024-05-25
EMP00459,37,M,Finance,Lead,Singapore,Master,2016-06-24,LinkedIn,7.7,Full-time,186333,4.3,Standard,2,20,12,15,False,0,46,2021-03-15,3.0,False,False,0,1,False,True,True,,2023-12-09,2024-05-29
EMP00460,24,F,Sales,Manager,NYC,Bachelor,2019-01-09,Agency,5.2,Full-time,231777,37.4,Standard,4,40,1,22,True,40,116,2019-09-07,4.5,True,True,7,5,False,True,False,,2024-02-05,2024-05-31
EMP00461,24,F,Marketing,Individual Contributor,Singapore,PhD,2021-03-16,Indeed,3.0,Full-time,109227,13.1,Standard,5,57,5,23,False,0,153,2023-05-17,0.8,False,False,0,8,True,True,True,2022-06-06,2023-10-31,2024-05-02
EMP00462,42,F,Operations,Individual Contributor,Remote-US,Master,2021-10-22,Agency,2.4,Full-time,80254,2.4,Standard,3,10,2,20,True,100,11,2021-08-08,2.6,False,False,0,1,False,False,False,,2023-10-07,2024-09-09
EMP00463,59,M,Customer Success,Senior IC,Toronto,PhD,2015-05-14,LinkedIn,8.8,Full-time,145480,7.5,Standard,2,17,13,23,False,0,135,,,False,False,0,8,False,False,False,,2023-12-27,2024-09-08
EMP00464,45,F,Sales,Senior Manager,HQ-SF,Master,2017-08-03,Referral,6.6,Full-time,333813,11.1,Standard,3,21,8,23,True,40,217,,,False,True,7,6,False,True,False,,2024-01-13,2024-08-29
EMP00465,64,M,Customer Success,Senior Manager,Austin,Bachelor,2016-07-19,University,7.7,Full-time,217998,7.9,Premium,2,25,6,17,False,0,53,2020-07-12,3.7,False,True,15,15,False,True,False,,2024-01-13,2024-04-22
EMP00466,26,M,Sales,Manager,Remote-US,Master,2016-06-26,Agency,7.7,Full-time,188225,13.4,Premium,3,19,1,20,True,100,279,,,False,True,8,8,False,True,False,,2024-02-03,2024-05-02
EMP00467,48,M,Sales,Lead,Austin,Master,2022-01-27,Internal,2.1,Full-time,177327,33.1,Standard,4,48,8,16,True,0,75,2021-09-06,2.5,True,False,0,8,False,True,False,,2023-09-17,2024-06-24
EMP00468,43,M,Customer Success,Director,London,Master,2015-07-17,LinkedIn,8.7,Full-time,430974,31.5,Premium,5,60,2,15,False,0,238,,,False,True,15,9,False,True,False,,2024-01-20,2024-07-11
EMP00469,50,M,Finance,Lead,Austin,PhD,2017-07-05,University,6.7,Full-time,217317,11.0,Premium,4,34,1,18,True,80,96,2021-11-28,2.3,True,False,0,1,False,True,False,,2024-02-13,2024-08-17
EMP00470,58,M,Marketing,Lead,Toronto,Bachelor,2019-10-13,Referral,4.4,Full-time,194794,14.0,Standard,5,33,7,21,True,0,17,,,False,False,0,2,False,True,False,,2024-01-26,2024-07-06
EMP00471,54,M,Operations,Senior IC,Austin,Master,2022-07-15,University,1.7,Full-time,100547,5.6,Basic,1,26,10,18,False,0,169,,,False,False,0,1,False,False,False,,2023-09-17,2024-07-19
EMP00472,52,F,Sales,Senior IC,Remote-US,Bachelor,2016-09-12,Indeed,7.5,Full-time,114711,19.3,Standard,2,37,6,15,True,100,111,2019-12-22,4.2,False,False,0,4,False,False,True,2019-09-24,2023-09-18,2024-06-13
EMP00473,33,F,Operations,Manager,Singapore,Bachelor,2018-05-14,Agency,5.8,Full-time,215023,7.3,Premium,4,39,1,18,True,40,157,2019-07-22,4.6,True,True,6,4,False,True,True,,2023-11-18,2024-07-24
EMP00474,53,M,Sales,Individual Contributor,Austin,Bachelor,2021-09-27,University,2.5,Full-time,81639,11.1,Standard,3,27,5,19,False,0,105,2020-06-08,3.8,True,False,0,7,False,False,True,2023-03-08,2023-11-20,2024-09-23
EMP00475,58,M,Sales,Senior Manager,HQ-SF,Master,2016-11-13,University,7.3,Full-time,341544,30.1,Standard,4,60,0,21,True,100,135,,,False,True,6,11,False,True,True,2019-04-24,2023-12-26,2024-05-24
EMP00476,40,M,Engineering,Individual Contributor,Remote-US,Associate,2023-12-27,University,0.2,Full-time,73090,3.4,Standard,4,41,8,16,True,100,128,,,False,False,0,7,False,False,True,2024-02-13,2023-12-18,2024-09-22
EMP00477,29,F,Sales,Individual Contributor,Toronto,Bachelor,2023-10-17,LinkedIn,0.4,Full-time,74556,6.1,Standard,3,66,0,15,False,0,138,,,False,False,0,3,False,False,True,,2023-11-27,2024-07-05
EMP00478,51,F,Engineering,VP,London,Master,2017-04-10,University,6.9,Full-time,516211,49.0,Premium,3,18,7,19,False,0,186,,,False,True,32,9,False,True,False,,2023-11-06,2024-07-18
